time,torque,power,velocity,pulse_torque,base_torque,pulse_count,flywheel_speed,chain_speed,clutch_engaged,tank_pressure,efficiency
7.999999999999988,0.0,0.0,,,,4,,,False,5.0,
8.099999999999987,0.0,0.0,,,,4,,,False,5.0,
8.199999999999987,0.0,0.0,,,,5,,,False,4.0,
8.299999999999986,0.0,0.0,,,,5,,,False,4.5,
8.399999999999986,0.0,0.0,,,,5,,,False,5.0,
8.499999999999986,0.0,0.0,,,,5,,,False,5.0,
8.599999999999985,0.0,0.0,,,,5,,,False,5.0,
8.699999999999985,0.0,0.0,,,,5,,,False,5.0,
8.799999999999985,0.0,0.0,,,,5,,,False,5.0,
8.899999999999984,0.0,0.0,,,,5,,,False,5.0,
8.999999999999984,0.0,0.0,,,,5,,,False,5.0,
9.099999999999984,0.0,0.0,,,,5,,,False,5.0,
9.199999999999983,0.0,0.0,,,,5,,,False,5.0,
9.299999999999983,0.0,0.0,,,,5,,,False,5.0,
9.399999999999983,0.0,0.0,,,,5,,,False,5.0,
9.499999999999982,0.0,0.0,,,,5,,,False,5.0,
9.599999999999982,0.0,0.0,,,,5,,,False,5.0,
9.699999999999982,0.0,0.0,,,,5,,,False,5.0,
9.799999999999981,0.0,0.0,,,,5,,,False,5.0,
9.89999999999998,0.0,0.0,,,,5,,,False,5.0,
9.99999999999998,0.0,0.0,,,,5,,,False,5.0,
10.09999999999998,0.0,0.0,,,,5,,,False,5.0,
10.19999999999998,0.0,0.0,,,,5,,,False,5.0,
10.29999999999998,0.0,0.0,,,,6,,,False,4.0,
10.399999999999979,0.0,0.0,,,,6,,,False,4.5,
10.499999999999979,0.0,0.0,,,,6,,,False,5.0,
10.599999999999978,0.0,0.0,,,,6,,,False,5.0,
10.699999999999978,0.0,0.0,,,,6,,,False,5.0,
10.799999999999978,0.0,0.0,,,,6,,,False,5.0,
10.899999999999977,0.0,0.0,,,,6,,,False,5.0,
10.999999999999977,0.0,0.0,,,,6,,,False,5.0,
11.099999999999977,0.0,0.0,,,,6,,,False,5.0,
11.199999999999976,0.0,0.0,,,,6,,,False,5.0,
11.299999999999976,0.0,0.0,,,,6,,,False,5.0,
11.399999999999975,0.0,0.0,,,,6,,,False,5.0,
11.499999999999975,0.0,0.0,,,,6,,,False,5.0,
11.599999999999975,0.0,0.0,,,,6,,,False,5.0,
11.699999999999974,0.0,0.0,,,,6,,,False,5.0,
11.799999999999974,0.0,0.0,,,,6,,,False,5.0,
11.899999999999974,0.0,0.0,,,,6,,,False,5.0,
11.999999999999973,0.0,0.0,,,,6,,,False,5.0,
12.099999999999973,0.0,0.0,,,,6,,,False,5.0,
12.199999999999973,0.0,0.0,,,,6,,,False,5.0,
12.299999999999972,0.0,0.0,,,,6,,,False,5.0,
12.399999999999972,0.0,0.0,,,,7,,,False,4.0,
12.499999999999972,0.0,0.0,,,,7,,,False,4.5,
12.599999999999971,0.0,0.0,,,,7,,,False,5.0,
12.69999999999997,0.0,0.0,,,,7,,,False,5.0,
12.79999999999997,0.0,0.0,,,,7,,,False,5.0,
12.89999999999997,0.0,0.0,,,,7,,,False,5.0,
12.99999999999997,0.0,0.0,,,,7,,,False,5.0,
13.09999999999997,0.0,0.0,,,,7,,,False,5.0,
13.199999999999969,0.0,0.0,,,,7,,,False,5.0,
13.299999999999969,0.0,0.0,,,,7,,,False,5.0,
13.399999999999968,0.0,0.0,,,,7,,,False,5.0,
13.499999999999968,0.0,0.0,,,,7,,,False,5.0,
13.599999999999968,0.0,0.0,,,,7,,,False,5.0,
13.699999999999967,0.0,0.0,,,,7,,,False,5.0,
13.799999999999967,0.0,0.0,,,,7,,,False,5.0,
13.899999999999967,0.0,0.0,,,,7,,,False,5.0,
13.999999999999966,0.0,0.0,,,,7,,,False,5.0,
14.099999999999966,0.0,0.0,,,,7,,,False,5.0,
14.199999999999966,0.0,0.0,,,,7,,,False,5.0,
14.299999999999965,0.0,0.0,,,,7,,,False,5.0,
14.399999999999965,0.0,0.0,,,,7,,,False,5.0,
14.499999999999964,0.0,0.0,,,,8,,,False,4.0,
14.599999999999964,0.0,0.0,,,,8,,,False,4.5,
14.699999999999964,0.0,0.0,,,,8,,,False,5.0,
14.799999999999963,0.0,0.0,,,,8,,,False,5.0,
14.899999999999963,0.0,0.0,,,,8,,,False,5.0,
14.999999999999963,0.0,0.0,,,,8,,,False,5.0,
15.099999999999962,0.0,0.0,,,,8,,,False,5.0,
15.199999999999962,0.0,0.0,,,,8,,,False,5.0,
15.299999999999962,0.0,0.0,,,,8,,,False,5.0,
15.399999999999961,0.0,0.0,,,,8,,,False,5.0,
15.499999999999961,0.0,0.0,,,,8,,,False,5.0,
15.59999999999996,0.0,0.0,,,,8,,,False,5.0,
15.69999999999996,0.0,0.0,,,,8,,,False,5.0,
15.79999999999996,0.0,0.0,,,,8,,,False,5.0,
15.89999999999996,0.0,0.0,,,,8,,,False,5.0,
15.99999999999996,0.0,0.0,,,,8,,,False,5.0,
16.09999999999996,0.0,0.0,,,,8,,,False,5.0,
16.19999999999996,0.0,0.0,,,,8,,,False,5.0,
16.29999999999996,0.0,0.0,,,,8,,,False,5.0,
16.399999999999963,0.0,0.0,,,,8,,,False,5.0,
16.499999999999964,0.0,0.0,,,,8,,,False,5.0,
16.599999999999966,0.0,0.0,,,,8,,,False,5.0,
16.699999999999967,0.0,0.0,,,,8,,,False,5.0,
16.79999999999997,0.0,0.0,,,,8,,,False,5.0,
16.89999999999997,0.0,0.0,,,,8,,,False,5.0,
16.99999999999997,0.0,0.0,,,,8,,,False,5.0,
17.099999999999973,0.0,0.0,,,,8,,,False,5.0,
17.199999999999974,0.0,0.0,,,,8,,,False,5.0,
17.299999999999976,0.0,0.0,,,,8,,,False,5.0,
17.399999999999977,0.0,0.0,,,,8,,,False,5.0,
17.49999999999998,0.0,0.0,,,,8,,,False,5.0,
17.59999999999998,0.0,0.0,,,,8,,,False,5.0,
17.69999999999998,0.0,0.0,,,,8,,,False,5.0,
17.799999999999983,0.0,0.0,,,,8,,,False,5.0,
17.899999999999984,0.0,0.0,,,,8,,,False,5.0,
17.999999999999986,0.0,0.0,,,,8,,,False,5.0,
18.099999999999987,0.0,0.0,,,,8,,,False,5.0,
18.19999999999999,0.0,0.0,,,,8,,,False,5.0,
18.29999999999999,0.0,0.0,,,,8,,,False,5.0,
18.39999999999999,0.0,0.0,,,,8,,,False,5.0,
18.499999999999993,0.0,0.0,,,,8,,,False,5.0,
18.599999999999994,0.0,0.0,,,,8,,,False,5.0,
18.699999999999996,0.0,0.0,,,,8,,,False,5.0,
18.799999999999997,0.0,0.0,,,,8,,,False,5.0,
18.9,0.0,0.0,,,,8,,,False,5.0,
19.0,0.0,0.0,,,,8,,,False,5.0,
19.1,0.0,0.0,,,,8,,,False,5.0,
19.200000000000003,0.0,0.0,,,,8,,,False,5.0,
19.300000000000004,0.0,0.0,,,,8,,,False,5.0,
19.400000000000006,0.0,0.0,,,,8,,,False,5.0,
19.500000000000007,0.0,0.0,,,,8,,,False,5.0,
19.60000000000001,0.0,0.0,,,,8,,,False,5.0,
19.70000000000001,0.0,0.0,,,,8,,,False,5.0,
19.80000000000001,0.0,0.0,,,,8,,,False,5.0,
19.900000000000013,0.0,0.0,,,,8,,,False,5.0,
20.000000000000014,0.0,0.0,,,,8,,,False,5.0,
20.100000000000016,0.0,0.0,,,,8,,,False,5.0,
20.200000000000017,0.0,0.0,,,,8,,,False,5.0,
20.30000000000002,0.0,0.0,,,,8,,,False,5.0,
20.40000000000002,0.0,0.0,,,,8,,,False,5.0,
20.50000000000002,0.0,0.0,,,,8,,,False,5.0,
20.600000000000023,0.0,0.0,,,,8,,,False,5.0,
20.600000000000023,0,0,0,,,8,,,False,5.0,
20.700000000000024,0.0,0.0,,,,8,,,False,5.0,
20.800000000000026,0.0,0.0,,,,8,,,False,5.0,
20.900000000000027,0.0,0.0,,,,8,,,False,5.0,
21.00000000000003,0.0,0.0,,,,8,,,False,5.0,
21.10000000000003,0.0,0.0,,,,8,,,False,5.0,
21.20000000000003,0.0,0.0,,,,8,,,False,5.0,
21.300000000000033,0.0,0.0,,,,8,,,False,5.0,
21.400000000000034,0.0,0.0,,,,8,,,False,5.0,
21.500000000000036,0.0,0.0,,,,8,,,False,5.0,
21.600000000000037,0.0,0.0,,,,8,,,False,5.0,
21.70000000000004,0.0,0.0,,,,8,,,False,5.0,
21.80000000000004,0.0,0.0,,,,8,,,False,5.0,
21.90000000000004,0.0,0.0,,,,8,,,False,5.0,
22.000000000000043,0.0,0.0,,,,8,,,False,5.0,
22.100000000000044,0.0,0.0,,,,8,,,False,5.0,
22.200000000000045,0.0,0.0,,,,8,,,False,5.0,
22.300000000000047,0.0,0.0,,,,8,,,False,5.0,
22.40000000000005,0.0,0.0,,,,8,,,False,5.0,
22.50000000000005,0.0,0.0,,,,8,,,False,5.0,
22.60000000000005,0.0,0.0,,,,8,,,False,5.0,
22.700000000000053,0.0,0.0,,,,8,,,False,5.0,
22.800000000000054,0.0,0.0,,,,8,,,False,5.0,
22.900000000000055,0.0,0.0,,,,8,,,False,5.0,
23.000000000000057,0.0,0.0,,,,8,,,False,5.0,
23.10000000000006,0.0,0.0,,,,8,,,False,5.0,
23.20000000000006,0.0,0.0,,,,8,,,False,5.0,
23.30000000000006,0.0,0.0,,,,8,,,False,5.0,
23.400000000000063,0.0,0.0,,,,8,,,False,5.0,
23.500000000000064,0.0,0.0,,,,8,,,False,5.0,
23.600000000000065,0.0,0.0,,,,8,,,False,5.0,
23.700000000000067,0.0,0.0,,,,8,,,False,5.0,
23.800000000000068,0.0,0.0,,,,8,,,False,5.0,
23.90000000000007,0.0,0.0,,,,8,,,False,5.0,
24.00000000000007,0.0,0.0,,,,8,,,False,5.0,
24.100000000000072,0.0,0.0,,,,8,,,False,5.0,
24.200000000000074,0.0,0.0,,,,8,,,False,5.0,
24.300000000000075,0.0,0.0,,,,8,,,False,5.0,
24.400000000000077,0.0,0.0,,,,8,,,False,5.0,
24.500000000000078,0.0,0.0,,,,8,,,False,5.0,
24.60000000000008,0.0,0.0,,,,8,,,False,5.0,
24.70000000000008,0.0,0.0,,,,8,,,False,5.0,
24.800000000000082,0.0,0.0,,,,8,,,False,5.0,
24.900000000000084,0.0,0.0,,,,8,,,False,5.0,
25.000000000000085,0.0,0.0,,,,8,,,False,5.0,
25.100000000000087,0.0,0.0,,,,8,,,False,5.0,
25.200000000000088,0.0,0.0,,,,8,,,False,5.0,
25.30000000000009,0.0,0.0,,,,8,,,False,5.0,
25.40000000000009,0.0,0.0,,,,8,,,False,5.0,
25.500000000000092,0.0,0.0,,,,8,,,False,5.0,
25.600000000000094,0.0,0.0,,,,8,,,False,5.0,
25.700000000000095,0.0,0.0,,,,8,,,False,5.0,
25.800000000000097,0.0,0.0,,,,8,,,False,5.0,
25.900000000000098,0.0,0.0,,,,8,,,False,5.0,
26.0000000000001,0.0,0.0,,,,8,,,False,5.0,
26.1000000000001,0.0,0.0,,,,8,,,False,5.0,
26.200000000000102,0.0,0.0,,,,8,,,False,5.0,
26.300000000000104,0.0,0.0,,,,8,,,False,5.0,
26.400000000000105,0.0,0.0,,,,8,,,False,5.0,
26.500000000000107,0.0,0.0,,,,8,,,False,5.0,
26.600000000000108,0.0,0.0,,,,8,,,False,5.0,
26.70000000000011,0.0,0.0,,,,8,,,False,5.0,
26.80000000000011,0.0,0.0,,,,8,,,False,5.0,
26.900000000000112,0.0,0.0,,,,8,,,False,5.0,
27.000000000000114,0.0,0.0,,,,8,,,False,5.0,
27.100000000000115,0.0,0.0,,,,8,,,False,5.0,
27.200000000000117,0.0,0.0,,,,8,,,False,5.0,
27.300000000000118,0.0,0.0,,,,8,,,False,5.0,
27.40000000000012,0.0,0.0,,,,8,,,False,5.0,
27.50000000000012,0.0,0.0,,,,8,,,False,5.0,
27.600000000000122,0.0,0.0,,,,8,,,False,5.0,
27.700000000000124,0.0,0.0,,,,8,,,False,5.0,
27.800000000000125,0.0,0.0,,,,8,,,False,5.0,
27.900000000000126,0.0,0.0,,,,8,,,False,5.0,
28.000000000000128,0.0,0.0,,,,8,,,False,5.0,
28.10000000000013,0.0,0.0,,,,8,,,False,5.0,
28.20000000000013,0.0,0.0,,,,8,,,False,5.0,
28.300000000000132,0.0,0.0,,,,8,,,False,5.0,
28.400000000000134,0.0,0.0,,,,8,,,False,5.0,
28.500000000000135,0.0,0.0,,,,8,,,False,5.0,
28.600000000000136,0.0,0.0,,,,8,,,False,5.0,
28.700000000000138,0.0,0.0,,,,8,,,False,5.0,
28.80000000000014,0.0,0.0,,,,8,,,False,5.0,
28.90000000000014,0.0,0.0,,,,8,,,False,5.0,
29.000000000000142,0.0,0.0,,,,8,,,False,5.0,
29.100000000000144,0.0,0.0,,,,8,,,False,5.0,
29.200000000000145,0.0,0.0,,,,8,,,False,5.0,
29.300000000000146,0.0,0.0,,,,8,,,False,5.0,
29.400000000000148,0.0,0.0,,,,8,,,False,5.0,
29.50000000000015,0.0,0.0,,,,8,,,False,5.0,
29.60000000000015,0.0,0.0,,,,8,,,False,5.0,
29.700000000000152,0.0,0.0,,,,8,,,False,5.0,
29.800000000000153,0.0,0.0,,,,8,,,False,5.0,
29.900000000000155,0.0,0.0,,,,8,,,False,5.0,
30.000000000000156,0.0,0.0,,,,8,,,False,5.0,
30.100000000000158,0.0,0.0,,,,8,,,False,5.0,
30.20000000000016,0.0,0.0,,,,8,,,False,5.0,
30.30000000000016,0.0,0.0,,,,8,,,False,5.0,
30.400000000000162,0.0,0.0,,,,8,,,False,5.0,
30.500000000000163,0.0,0.0,,,,8,,,False,5.0,
30.600000000000165,0.0,0.0,,,,8,,,False,5.0,
30.700000000000166,0.0,0.0,,,,8,,,False,5.0,
30.800000000000168,0.0,0.0,,,,8,,,False,5.0,
30.90000000000017,0.0,0.0,,,,8,,,False,5.0,
31.00000000000017,0.0,0.0,,,,8,,,False,5.0,
31.100000000000172,0.0,0.0,,,,8,,,False,5.0,
31.200000000000173,0.0,0.0,,,,8,,,False,5.0,
31.300000000000175,0.0,0.0,,,,8,,,False,5.0,
31.400000000000176,0.0,0.0,,,,8,,,False,5.0,
31.500000000000178,0.0,0.0,,,,8,,,False,5.0,
31.60000000000018,0.0,0.0,,,,8,,,False,5.0,
31.70000000000018,0.0,0.0,,,,8,,,False,5.0,
31.800000000000182,0.0,0.0,,,,8,,,False,5.0,
31.900000000000183,0.0,0.0,,,,8,,,False,5.0,
32.000000000000185,0.0,0.0,,,,8,,,False,5.0,
32.100000000000186,0.0,0.0,,,,8,,,False,5.0,
32.20000000000019,0.0,0.0,,,,8,,,False,5.0,
32.30000000000019,0.0,0.0,,,,8,,,False,5.0,
32.40000000000019,0.0,0.0,,,,8,,,False,5.0,
32.50000000000019,0.0,0.0,,,,8,,,False,5.0,
32.60000000000019,0.0,0.0,,,,8,,,False,5.0,
32.700000000000195,0.0,0.0,,,,8,,,False,5.0,
32.800000000000196,0.0,0.0,,,,8,,,False,5.0,
32.9000000000002,0.0,0.0,,,,8,,,False,5.0,
33.0000000000002,0.0,0.0,,,,8,,,False,5.0,
33.1000000000002,0.0,0.0,,,,8,,,False,5.0,
33.2000000000002,0.0,0.0,,,,8,,,False,5.0,
33.3000000000002,0.0,0.0,,,,8,,,False,5.0,
33.400000000000205,0.0,0.0,,,,8,,,False,5.0,
33.500000000000206,0.0,0.0,,,,8,,,False,5.0,
33.60000000000021,0.0,0.0,,,,8,,,False,5.0,
33.70000000000021,0.0,0.0,,,,8,,,False,5.0,
33.80000000000021,0.0,0.0,,,,8,,,False,5.0,
33.90000000000021,0.0,0.0,,,,8,,,False,5.0,
34.00000000000021,0.0,0.0,,,,8,,,False,5.0,
34.100000000000215,0.0,0.0,,,,8,,,False,5.0,
34.200000000000216,0.0,0.0,,,,8,,,False,5.0,
34.30000000000022,0.0,0.0,,,,8,,,False,5.0,
34.40000000000022,0.0,0.0,,,,8,,,False,5.0,
34.50000000000022,0.0,0.0,,,,8,,,False,5.0,
,0,0,0,,,,,,,,
0.0,19420.111256249995,0.0,,,,0,,,True,4.0,
0.1,57641.321582004355,487600.0,,,,0,,,False,4.5,
0.2,59735.64039481685,487600.0,,,,0,,,False,5.0,
0.30000000000000004,61829.959207629356,0.0,,,,0,,,False,5.0,
0.4,19420.111256249995,0.0,,,,0,,,False,5.0,
0.5,19420.111256249995,0.0,,,,0,,,False,5.0,
0.6,19420.111256249995,0.0,,,,0,,,False,5.0,
0.7,19420.111256249995,0.0,,,,0,,,False,5.0,
0.7999999999999999,19420.111256249995,0.0,,,,0,,,False,5.0,
0.8999999999999999,19420.111256249995,0.0,,,,0,,,False,5.0,
0.9999999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
1.0999999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
1.2,39370.11125625,0.0,,,,0,,,False,5.0,
1.3,39370.11125625,0.0,,,,0,,,False,5.0,
1.4000000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
1.5000000000000002,39370.11125625,0.0,,,,0,,,False,5.0,
1.6000000000000003,39370.11125625,0.0,,,,0,,,False,5.0,
1.7000000000000004,39370.11125625,0.0,,,,0,,,False,5.0,
1.8000000000000005,39370.11125625,0.0,,,,0,,,False,5.0,
1.9000000000000006,39370.11125625,0.0,,,,0,,,False,5.0,
2.0000000000000004,39370.11125625,0.0,,,,0,,,False,5.0,
2.1000000000000005,39370.11125625,0.0,,,,0,,,False,5.0,
2.2000000000000006,39370.11125625,0.0,,,,0,,,False,5.0,
2.3000000000000007,39370.11125625,0.0,,,,0,,,False,5.0,
2.400000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
2.500000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
2.600000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
2.700000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
2.800000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
2.9000000000000012,39370.11125625,0.0,,,,0,,,False,5.0,
3.0000000000000013,39370.11125625,0.0,,,,0,,,False,5.0,
3.1000000000000014,39370.11125625,0.0,,,,0,,,False,5.0,
3.2000000000000015,39370.11125625,0.0,,,,0,,,False,5.0,
3.3000000000000016,39370.11125625,0.0,,,,0,,,False,5.0,
3.4000000000000017,39370.11125625,0.0,,,,0,,,False,5.0,
3.5000000000000018,39370.11125625,0.0,,,,0,,,False,5.0,
3.600000000000002,39370.11125625,0.0,,,,0,,,False,5.0,
3.700000000000002,39370.11125625,0.0,,,,0,,,False,5.0,
3.800000000000002,39370.11125625,0.0,,,,0,,,False,5.0,
3.900000000000002,39370.11125625,0.0,,,,0,,,False,5.0,
4.000000000000002,39370.11125625,0.0,,,,0,,,False,5.0,
4.100000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
4.200000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
4.300000000000001,39370.11125625,0.0,,,,0,,,False,5.0,
4.4,39370.11125625,0.0,,,,0,,,False,5.0,
4.5,39370.11125625,0.0,,,,0,,,False,5.0,
4.6,39370.11125625,0.0,,,,0,,,False,5.0,
4.699999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
4.799999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
4.899999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
4.999999999999998,39370.11125625,0.0,,,,0,,,False,5.0,
5.099999999999998,39370.11125625,0.0,,,,0,,,False,5.0,
5.1999999999999975,39370.11125625,0.0,,,,0,,,False,5.0,
5.299999999999997,39370.11125625,0.0,,,,0,,,False,5.0,
5.399999999999997,39370.11125625,0.0,,,,0,,,False,5.0,
5.4999999999999964,39370.11125625,0.0,,,,0,,,False,5.0,
5.599999999999996,39370.11125625,0.0,,,,0,,,False,5.0,
5.699999999999996,39370.11125625,0.0,,,,0,,,False,5.0,
5.799999999999995,39370.11125625,0.0,,,,0,,,False,5.0,
5.899999999999995,39370.11125625,0.0,,,,0,,,False,5.0,
5.999999999999995,39370.11125625,0.0,,,,0,,,False,5.0,
6.099999999999994,39370.11125625,0.0,,,,0,,,False,5.0,
6.199999999999994,39370.11125625,0.0,,,,0,,,False,5.0,
6.299999999999994,39370.11125625,0.0,,,,0,,,False,5.0,
6.399999999999993,39370.11125625,0.0,,,,0,,,False,5.0,
6.499999999999993,39370.11125625,0.0,,,,0,,,False,5.0,
6.5999999999999925,39370.11125625,0.0,,,,0,,,False,5.0,
6.699999999999992,39370.11125625,0.0,,,,0,,,False,5.0,
6.799999999999992,39370.11125625,0.0,,,,0,,,False,5.0,
6.8999999999999915,39370.11125625,0.0,,,,0,,,False,5.0,
6.999999999999991,39370.11125625,0.0,,,,0,,,False,5.0,
7.099999999999991,39370.11125625,0.0,,,,0,,,False,5.0,
7.19999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
7.29999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
7.39999999999999,39370.11125625,0.0,,,,0,,,False,5.0,
7.499999999999989,39370.11125625,0.0,,,,0,,,False,5.0,
7.599999999999989,39370.11125625,0.0,,,,0,,,False,5.0,
7.699999999999989,39370.11125625,0.0,,,,0,,,False,5.0,
7.799999999999988,39370.11125625,0.0,,,,0,,,False,5.0,
7.899999999999988,39370.11125625,0.0,,,,0,,,False,5.0,
7.999999999999988,39370.11125625,0.0,,,,0,,,False,5.0,
8.099999999999987,39370.11125625,0.0,,,,0,,,False,5.0,
8.199999999999987,39370.11125625,0.0,,,,0,,,False,5.0,
8.299999999999986,39370.11125625,0.0,,,,0,,,False,5.0,
8.399999999999986,39370.11125625,0.0,,,,0,,,False,5.0,
8.499999999999986,39370.11125625,0.0,,,,0,,,False,5.0,
8.599999999999985,39370.11125625,0.0,,,,0,,,False,5.0,
8.699999999999985,39370.11125625,0.0,,,,0,,,False,5.0,
8.799999999999985,39370.11125625,0.0,,,,0,,,False,5.0,
8.899999999999984,39370.11125625,0.0,,,,0,,,False,5.0,
8.999999999999984,39370.11125625,0.0,,,,0,,,False,5.0,
9.099999999999984,39370.11125625,0.0,,,,0,,,False,5.0,
9.199999999999983,39370.11125625,0.0,,,,0,,,False,5.0,
9.299999999999983,39370.11125625,0.0,,,,0,,,False,5.0,
9.399999999999983,39370.11125625,0.0,,,,0,,,False,5.0,
9.499999999999982,39370.11125625,0.0,,,,0,,,False,5.0,
9.599999999999982,39370.11125625,0.0,,,,0,,,False,5.0,
9.699999999999982,39370.11125625,0.0,,,,0,,,False,5.0,
9.799999999999981,39370.11125625,0.0,,,,0,,,False,5.0,
9.89999999999998,39370.11125625,0.0,,,,0,,,False,5.0,
9.99999999999998,39370.11125625,0.0,,,,0,,,False,5.0,
10.09999999999998,39370.11125625,0.0,,,,0,,,False,5.0,
10.19999999999998,39370.11125625,0.0,,,,0,,,False,5.0,
10.29999999999998,39370.11125625,0.0,,,,0,,,False,5.0,
10.399999999999979,39370.11125625,0.0,,,,0,,,False,5.0,
